,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0
1,25,1,50,42,0,0,0,0,17050,139259,185466,0,-1
2,25,3,50,45,0,0,0,0,93773,322006,594521,0,-6
3,25,3,50,44,0,0,0,0,161253,556850,427589,0,-11
4,25,2,50,44,0,0,0,0,219010,788331,293616,0,-12
5,25,2,50,44,0,0,0,0,284262,1138574,547587,0,-16
6,25,2,50,44,0,0,0,0,358899,1565805,540038,0,-20
7,25,2,50,44,0,0,0,0,433595,2089256,364020,0,-24
8,25,2,50,44,0,0,0,0,505658,2641545,621925,0,-28
9,25,2,50,44,0,0,0,0,579881,3265765,576887,0,-32
10,25,2,50,44,0,0,0,0,654193,4026739,768884,0,-36
11,25,2,50,44,0,0,0,0,728214,4779135,417107,0,-40
12,25,2,50,44,0,0,0,1,809885,5669358,424485,0,-44
13,25,2,50,45,0,0,0,1,890398,6622475,942907,0,-48
14,25,2,50,45,0,0,0,1,959546,7615864,674807,0,-52
15,25,2,50,45,0,0,0,1,1036128,8708098,646960,0,-56
16,25,2,50,45,0,0,0,1,1110868,9909967,683929,0,-60
17,25,2,50,45,0,0,0,1,1182894,11180156,282245,0,-64
18,25,2,50,45,0,0,0,1,1253186,12444325,270338,0,-68
19,25,2,50,45,0,0,0,1,1333111,13890922,612836,0,-72
20,25,0,50,0,0,0,0,0,0,0,0,0,0
21,25,1,50,44,0,0,0,0,73840,365891,279678,0,-1
22,25,1,50,44,0,0,0,0,137208,365891,474011,0,-2
23,25,1,50,44,0,0,0,0,203603,449010,583929,0,-4
24,25,1,50,44,0,0,0,0,269997,549562,283241,0,-6
25,25,1,50,44,0,0,0,0,352342,770185,842890,0,-8
26,25,1,50,44,0,0,0,0,421660,1008078,695572,0,-10
27,25,1,50,44,0,0,0,0,500958,1339675,771746,0,-12
28,25,1,50,44,0,0,0,0,571676,1708005,804876,0,-14
29,25,1,50,44,0,0,0,0,644847,2165684,502584,0,-16
30,25,1,50,44,0,0,0,0,709536,2739564,535218,0,-18
31,25,1,50,44,0,0,0,0,776864,3368760,651642,0,-20
32,25,1,50,44,0,0,0,1,846795,4076244,698416,0,-22
33,25,1,50,45,0,0,0,1,922624,4798962,871701,0,-24
34,25,1,50,45,0,0,0,1,996692,5621686,869661,0,-26
