,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0
1,25,2,50,41,0,0,0,0,14646,106764,189392,0,-2
2,25,5,50,48,0,0,0,0,65828,419679,471768,0,-7
3,25,5,50,48,0,0,0,0,122261,784023,583276,0,-15
4,25,5,50,48,0,0,0,0,179590,1032739,675942,0,-24
5,25,5,50,48,0,0,0,0,233908,1415420,596192,0,-34
6,25,5,50,48,0,0,0,0,297098,1889232,624265,0,-43
7,25,5,50,48,0,0,0,0,361551,2454784,712533,0,-53
8,25,5,50,48,0,0,0,0,418925,3013080,625288,0,-63
9,25,5,50,48,0,0,0,0,470641,3505551,596151,0,-73
10,25,5,50,48,0,0,0,0,524295,4148402,556517,0,-83
11,25,5,50,48,0,0,0,0,583112,4821755,685542,0,-93
12,25,5,50,48,0,0,0,1,640879,5641729,524388,0,-103
13,25,5,50,49,0,0,0,1,702394,6481040,717267,0,-113
14,25,5,50,49,0,0,0,1,768668,7445751,733366,0,-123
15,25,5,50,49,0,0,0,1,831669,8471274,683227,0,-133
16,25,5,50,49,0,0,0,1,883785,9406061,651497,0,-143
17,25,5,50,49,0,0,0,1,948824,10608152,671938,0,-153
18,25,5,50,49,0,0,0,1,1015761,11838271,673698,0,-163
19,25,5,50,49,0,0,0,1,1082480,13033417,842033,0,-173
20,25,0,50,0,0,0,0,0,0,0,0,0,0
21,25,2,50,37,0,0,0,0,16764,147978,161466,0,-1
22,25,8,50,49,0,0,0,0,68102,309530,560284,0,-9
23,25,8,50,49,0,0,0,0,133331,619048,611853,0,-24
24,25,8,50,49,0,0,0,0,191149,906972,592359,0,-37
25,25,8,50,49,0,0,0,0,253464,1169709,673180,0,-51
26,25,8,50,49,0,0,0,0,311627,1475963,597453,0,-65
27,25,8,50,49,0,0,0,0,364805,1807327,609750,0,-79
28,25,8,50,49,0,0,0,0,426048,2214059,666569,0,-94
29,25,8,50,49,0,0,0,0,492765,2861483,591841,0,-110
30,25,8,50,49,0,0,0,0,559937,3404708,790547,0,-125
31,25,8,50,49,0,0,0,0,610709,4013860,560955,0,-141
32,25,8,50,49,0,0,0,0,666848,4627552,682433,0,-157
33,25,8,50,49,0,0,0,0,719838,5414383,520204,0,-173
34,25,8,50,49,0,0,0,0,776768,6204512,591580,0,-189
35,25,8,50,49,0,0,0,0,833295,7068362,599789,0,-205
36,25,8,50,49,0,0,0,0,894984,7902408,802228,0,-221
37,25,8,50,49,0,0,0,0,958176,8948316,604852,0,-237
38,25,8,50,49,0,0,0,0,1021117,10084368,578486,0,-253
39,25,8,50,49,0,0,0,0,1089533,11256468,791065,0,-269
40,25,0,50,0,0,0,0,0,0,0,0,0,0
41,25,1,50,43,0,0,0,0,39692,258823,461025,0,-1
42,25,2,50,45,0,0,0,0,101392,334002,724125,0,-4
43,25,2,50,45,0,0,0,0,153801,414854,624219,0,-8
44,25,2,50,45,0,0,0,0,198215,522742,513487,0,-11
45,25,2,50,45,0,0,0,0,250655,730008,563285,0,-15
46,25,2,50,45,0,0,0,0,306465,1092633,633299,0,-19
47,25,2,50,45,0,0,0,0,359538,1469446,639280,0,-23
48,25,2,50,45,0,0,0,0,410689,1830097,612741,0,-27
49,25,2,50,45,0,0,0,0,465309,2409312,402185,0,-31
50,25,2,50,45,0,0,0,0,517595,3003063,472971,0,-35
51,25,2,50,45,0,0,0,0,571712,3598568,526123,0,-39
52,25,2,50,45,0,0,0,1,628312,4193517,597713,0,-43
53,25,2,50,46,0,0,0,1,687757,4983063,535826,0,-47
54,25,2,50,46,0,0,0,1,743691,5752990,530955,0,-51
55,25,2,50,46,0,0,0,1,803306,6570162,683426,0,-55
56,25,2,50,46,0,0,0,1,854548,7437835,587923,0,-59
57,25,2,50,46,0,0,0,1,910940,8295009,640591,0,-63
58,25,2,50,46,0,0,0,1,965294,9182619,685844,0,-67
59,25,2,50,46,0,0,0,1,1021562,10183991,677415,0,-71
60,25,0,50,0,0,0,0,0,0,0,0,0,0
61,25,3,50,42,0,0,0,0,34355,243450,349343,0,-3
62,25,6,50,49,0,0,0,0,96837,460155,639752,0,-11
63,25,6,50,49,0,0,0,0,162840,497250,739444,0,-21
64,25,6,50,49,0,0,0,0,226462,706197,560656,0,-31
65,25,6,50,49,0,0,0,0,296260,940383,746748,0,-42
66,25,6,50,49,0,0,0,0,362323,1277046,730398,0,-53
67,25,6,50,49,818069,818069,0,0,431769,1561907,655674,0,-62
68,25,6,50,49,818069,818069,0,0,490373,1968964,575924,0,-71
69,25,6,50,49,818069,818069,0,0,559217,2431488,820671,0,-80
70,25,6,50,49,818069,818069,0,0,615253,2899567,666450,0,-89
71,25,6,50,49,1576552,1576552,0,0,684572,3461501,629571,0,-97
72,25,6,50,49,1576552,1576552,0,0,744639,4079526,586267,0,-106
73,25,6,50,49,1576552,1576552,0,0,802129,4656046,647877,0,-115
74,25,6,50,49,1576552,1576552,0,0,861731,5361956,657796,0,-124
75,25,6,50,49,1576552,1576552,0,0,921669,6156543,674585,0,-133
76,25,6,50,49,1851790,1851790,0,0,985005,7047966,588493,0,-141
77,25,6,50,49,1851790,1851790,0,0,1051478,7931209,779952,0,-150
78,25,6,50,49,1851790,1851790,0,0,1127594,8947128,873598,0,-159
79,25,6,50,49,2665601,2665601,0,0,1211171,10044224,864038,0,-167
80,25,0,50,0,0,0,0,0,0,0,0,0,0
81,25,1,50,40,0,0,0,0,41836,275045,414120,0,-1
82,25,2,50,42,627427,627427,0,0,106737,333254,511100,0,-1
83,25,2,50,42,1508785,1508785,0,0,170197,507136,469465,0,-1
84,25,2,50,42,2390142,2390142,0,0,230817,649258,555229,0,-1
85,25,2,50,42,3229024,3229024,0,0,301790,935339,528922,0,-1
86,25,2,50,42,4095592,4095592,0,0,355701,1054510,525757,0,-1
87,25,2,50,42,4761406,4761406,0,0,408618,1234348,505122,0,-1
88,25,2,50,42,5436070,5436070,0,0,479058,1631385,598996,0,-1
89,25,2,50,42,5863659,5863659,0,0,550073,1995576,625654,0,-1
90,25,2,50,42,6345897,6345897,0,0,604591,2493414,522123,0,-1
91,25,2,50,42,7433714,7433714,0,0,676917,2987654,475661,0,-1
92,25,2,50,42,8124208,8124208,0,2,752360,3623055,432814,0,-1
93,25,2,50,43,8922507,8922507,0,2,819944,4178234,517203,0,-1
94,25,2,50,43,9534033,9534033,0,2,885537,4757757,582844,0,-1
95,25,2,50,45,10028654,10028654,0,2,942558,5360896,618614,0,-1
96,25,2,50,45,10701205,10701205,0,2,1000968,6144599,473148,0,-1
97,25,2,50,45,11234342,11234342,0,2,1069155,6923367,607436,0,-1
98,25,2,50,45,11981996,11981996,0,2,1133511,7806772,546449,0,-1
99,25,2,50,45,12729649,12729649,0,2,1201648,8681597,482327,0,-1
100,25,0,50,0,0,0,0,0,0,0,0,0,0
101,25,2,50,40,0,0,0,0,27475,216910,302745,0,-1
102,25,5,50,47,0,0,0,0,91646,340353,759481,0,-8
103,25,5,50,47,0,0,0,0,153132,454513,718451,0,-17
104,25,5,50,47,0,0,0,0,209935,666118,615373,0,-24
105,25,5,50,47,0,0,0,0,262706,907228,509398,0,-32
106,25,5,50,47,0,0,0,0,325766,1189902,774661,0,-41
107,25,5,50,47,0,0,0,0,396300,1689762,627827,0,-50
108,25,5,50,47,0,0,0,0,468009,2193380,807440,0,-60
109,25,5,50,47,0,0,0,0,532541,2713195,784236,0,-69
110,25,5,50,47,0,0,0,0,591212,3302780,621779,0,-79
111,25,5,50,47,0,0,0,0,653214,3891339,721448,0,-89
112,25,5,50,47,0,0,0,0,715742,4664070,588338,0,-99
113,25,5,50,47,0,0,0,0,766434,5379642,493272,0,-109
114,25,5,50,47,0,0,0,0,818626,6095917,606407,0,-119
115,25,5,50,47,0,0,0,0,871409,6937220,545710,0,-129
116,25,5,50,47,0,0,0,0,923079,7817711,513078,0,-139
117,25,5,50,47,0,0,0,0,981786,8809652,536071,0,-149
118,25,5,50,47,0,0,0,0,1035883,9709084,617588,0,-159
119,25,5,50,47,0,0,0,0,1097463,10804018,617798,0,-169
120,25,0,50,0,0,0,0,0,0,0,0,0,0
121,25,2,50,36,0,0,0,0,33703,192220,363327,0,-3
122,25,7,50,46,0,0,0,0,91760,337750,758759,0,-11
123,25,7,50,46,0,0,0,0,143203,552597,573297,0,-21
124,25,7,50,46,0,0,0,0,202863,913231,479334,0,-34
125,25,7,50,46,0,0,0,0,255349,1130208,690952,0,-46
126,25,7,50,46,0,0,0,0,309704,1505606,519857,0,-59
127,25,7,50,46,0,0,0,0,363475,1921408,534534,0,-73
128,25,7,50,46,0,0,0,0,418409,2381507,542460,0,-87
129,25,7,50,46,0,0,0,0,476322,2849943,664536,0,-101
130,25,7,50,46,0,0,0,0,531057,3510174,494592,0,-115
131,25,7,50,46,0,0,0,0,594218,4129239,726675,0,-129
132,25,7,50,46,0,0,0,0,658019,4871586,676362,0,-143
133,25,7,50,46,0,0,0,0,724233,5578952,894379,0,-157
134,25,7,50,46,0,0,0,0,788792,6504214,711196,0,-171
135,25,7,50,46,0,0,0,0,843581,7338471,630218,0,-185
136,25,7,50,46,0,0,0,0,900298,8208115,697110,0,-199
137,25,7,50,46,0,0,0,0,951946,9143222,622950,0,-213
138,25,7,50,46,0,0,0,0,1014817,10286895,585642,0,-227
139,25,7,50,46,0,0,0,0,1067067,11458928,458566,0,-241
140,25,0,50,0,0,0,0,0,0,0,0,0,0
141,25,2,50,43,0,0,0,0,0,52012,0,0,0
142,25,2,50,43,0,0,0,0,54964,448355,561845,0,-3
143,25,2,50,43,0,0,0,0,102408,456258,411970,0,-6
144,25,2,50,43,0,0,0,0,153251,456258,477698,0,-8
145,25,2,50,43,0,0,0,0,201941,515361,492466,0,-12
146,25,2,50,43,0,0,0,0,247500,538631,549144,0,-15
147,25,2,50,43,0,0,0,0,301428,667394,528561,0,-19
148,25,2,50,43,0,0,0,0,356833,873486,609293,0,-23
149,25,2,50,43,0,0,0,0,412692,1113519,648489,0,-27
150,25,2,50,43,0,0,0,0,466596,1363025,622509,0,-31
151,25,2,50,43,0,0,0,0,523435,1742796,593044,0,-35
152,25,2,50,43,0,0,0,0,574427,2146349,471802,0,-39
153,25,2,50,43,0,0,0,0,625058,2633884,512232,0,-43
154,25,2,50,43,0,0,0,0,677899,3106187,630802,0,-47
155,25,2,50,43,0,0,0,0,734205,3589199,670161,0,-51
156,25,2,50,43,0,0,0,0,793446,4173670,655796,0,-55
157,25,2,50,43,0,0,0,0,848596,4864440,588158,0,-59
158,25,2,50,43,0,0,0,0,898750,5533224,574545,0,-63
159,25,2,50,43,0,0,0,0,949805,6254579,601056,0,-67
160,25,0,50,0,0,0,0,0,0,0,0,0,0
161,25,2,50,40,0,0,0,0,12144,138782,153064,0,-1
162,25,4,50,44,0,0,0,0,67649,439280,501907,0,-6
163,25,4,50,44,0,0,0,0,115541,664598,525121,0,-11
164,25,4,50,44,0,0,0,0,166863,930441,450497,0,-18
165,25,4,50,44,0,0,0,0,229391,1226120,614279,0,-25
166,25,4,50,44,0,0,0,0,287617,1506399,686400,0,-32
167,25,4,50,44,0,0,0,0,337325,1809058,579942,0,-39
168,25,4,50,44,0,0,0,0,378856,2114362,517422,0,-46
169,25,4,50,44,0,0,0,0,427656,2597455,522768,0,-54
170,25,4,50,44,0,0,0,0,479975,3039663,692604,0,-62
171,25,4,50,44,0,0,0,0,540038,3655684,593421,0,-70
