,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0
1,25,1,50,39,0,0,0,0,26104,313746,148532,0,-1
2,25,1,50,39,0,0,0,0,87245,503567,334359,0,-3
3,25,1,50,39,0,0,0,0,152601,612942,463373,0,-5
4,25,1,50,39,0,0,0,0,214107,796481,460265,0,-7
5,25,1,50,39,0,0,0,0,277278,1331626,271794,0,-9
6,25,1,50,39,0,0,0,0,344028,1813947,320853,0,-11
7,25,1,50,39,0,0,0,0,412789,2430573,264567,0,-13
8,25,1,50,39,0,0,0,0,480566,3061198,417191,0,-15
9,25,1,50,39,0,0,0,0,546014,3896313,259600,0,-17
10,25,1,50,39,0,0,0,0,606778,4586998,386133,0,-19
11,25,1,50,39,0,0,0,0,675217,5358486,365644,0,-21
12,25,1,50,39,0,0,0,3,735375,6094486,347002,0,-23
13,25,1,50,39,0,0,0,3,798197,6919159,421504,0,-25
14,25,1,50,39,0,0,0,3,861640,8047665,282975,0,-27
15,25,1,50,39,0,0,0,3,913515,9118243,231676,0,-29
16,25,1,50,39,0,0,0,3,983453,10431637,299613,0,-31
17,25,1,50,39,0,0,0,3,1050023,11435742,418788,0,-33
18,25,1,50,39,0,0,0,3,1122300,12522980,598811,0,-35
19,25,1,50,39,0,0,0,3,1186156,13981192,210414,0,-37
20,25,0,50,0,0,0,0,0,0,0,0,0,0
21,25,1,50,34,0,0,0,0,51084,306930,391099,0,-1
22,25,2,50,36,0,0,0,0,94109,399522,255905,0,-3
23,25,2,50,36,0,0,0,0,140609,630892,149299,0,-6
24,25,2,50,36,0,0,0,0,203550,949662,267885,0,-9
25,25,2,50,36,0,0,0,0,256603,1188295,346589,0,-12
26,25,2,50,36,0,0,0,0,316968,1698580,249420,0,-15
27,25,2,50,36,0,0,0,0,373716,2090711,364247,0,-19
28,25,2,50,36,0,0,0,0,431797,2556224,340885,0,-22
29,25,2,50,36,0,0,0,0,492933,3216081,297032,0,-25
30,25,2,50,36,0,0,0,0,546768,3928237,211099,0,-28
31,25,2,50,36,0,0,0,0,607802,4612785,344257,0,-31
32,25,2,50,36,0,0,0,3,665796,5470749,194308,0,-34
33,25,2,50,38,0,0,0,3,722031,6243276,293824,0,-38
34,25,2,50,38,0,0,0,3,777259,7208497,207138,0,-41
35,25,2,50,37,0,0,0,3,840096,7996776,451701,0,-45
36,25,2,50,36,0,0,0,3,901627,8964901,298977,0,-49
37,25,2,50,36,0,0,0,3,958106,10098701,176041,0,-53
38,25,2,50,36,0,0,0,3,1017596,11259614,252603,0,-57
39,25,2,50,36,0,0,0,3,1072736,12199649,415862,0,-61
40,25,0,50,0,0,0,0,0,0,0,0,0,0
41,25,3,50,34,0,0,0,0,27554,268843,145911,0,-4
42,25,4,50,36,0,0,0,0,81795,507569,294576,0,-10
43,25,4,50,36,0,0,0,0,144630,711056,397157,0,-16
44,25,4,50,36,0,0,0,0,201682,1018910,266780,234942,-22
45,25,4,50,36,0,0,0,0,264122,1407231,350001,0,-29
46,25,4,50,36,0,0,0,0,328648,1774410,385011,0,-36
47,25,4,50,36,0,0,0,0,389782,2241494,299531,89728,-44
48,25,4,50,36,0,0,0,0,452533,2783978,300316,0,-51
49,25,4,50,36,0,0,0,0,511656,3368173,280426,0,-58
50,25,4,50,36,0,0,0,0,576473,4016415,376414,0,-66
51,25,4,50,36,0,0,0,0,641474,4701726,415668,0,-74
52,25,4,50,36,0,0,0,1,700494,5527480,286547,0,-82
53,25,4,50,36,0,0,0,1,762134,6393300,278160,0,-90
54,25,4,50,36,0,0,0,1,814474,7146233,328513,0,-98
55,25,4,50,36,0,0,0,1,867918,7927968,350120,0,-106
56,25,4,50,36,0,0,0,1,931357,8856634,361712,0,-114
57,25,4,50,36,0,0,0,1,992538,9741355,396069,13002,-121
58,25,4,50,36,0,0,0,1,1054345,10931782,273377,0,-129
59,25,4,50,36,0,0,0,1,1110391,12115769,284266,0,-137
60,25,0,50,0,0,0,0,0,0,0,0,0,0
61,25,1,50,28,0,0,0,0,0,39836,0,0,0
62,25,6,50,38,0,0,0,0,53258,627207,241063,0,-1
63,25,6,50,38,0,0,0,0,122535,793056,459617,0,-8
64,25,6,50,38,0,0,0,0,183079,795564,284265,0,-15
65,25,6,50,38,0,0,0,0,238319,802394,209763,0,-23
66,25,6,50,38,0,0,0,0,296410,838578,339773,0,-31
67,25,6,50,38,0,0,0,0,356823,874146,203515,0,-38
68,25,6,50,38,0,0,0,0,412140,1009069,216063,0,-47
69,25,6,50,38,0,0,0,0,474750,1053765,435361,0,-56
70,25,6,50,38,0,0,0,0,529622,1085481,372759,0,-65
71,25,6,50,38,0,0,0,0,583927,1348053,180545,0,-74
72,25,6,50,38,0,0,0,2,635155,1579304,225014,0,-83
73,25,6,50,39,0,0,0,2,686587,1800980,333337,0,-94
74,25,6,50,39,0,0,0,2,742586,1989426,382035,0,-103
75,25,6,50,38,0,0,0,2,798285,2363275,287880,42920,-114
76,25,6,50,38,0,0,0,2,859110,2844318,240452,0,-124
77,25,6,50,38,0,0,0,2,925810,3270437,412046,27279,-135
78,25,6,50,38,0,0,0,2,994892,3857080,443328,0,-146
79,25,6,50,38,0,0,0,2,1051750,4415196,317791,15877,-158
80,25,0,50,0,0,0,0,0,0,0,0,0,0
81,25,2,50,27,0,0,0,0,0,31909,0,0,0
82,25,4,50,31,0,0,0,0,46533,503432,237006,0,-5
83,25,4,50,31,0,0,0,0,96610,578969,319920,0,-11
84,25,4,50,31,0,0,0,0,143688,637439,253368,0,-16
85,25,4,50,31,0,0,0,0,194289,721105,242392,0,-23
86,25,4,50,31,0,0,0,0,247766,733588,210431,0,-29
87,25,4,50,31,0,0,0,0,289884,773342,324692,0,-35
88,25,4,50,31,424429,424429,0,0,343986,1009629,189422,0,-38
89,25,4,50,31,424429,424429,0,0,397190,1265017,289991,0,-43
90,25,4,50,31,424429,424429,0,0,451007,1602132,269665,16498,-47
91,25,4,50,31,424429,424429,0,0,509445,2041291,318098,0,-52
92,25,4,50,31,424429,424429,0,3,561886,2421041,284147,0,-57
93,25,4,50,31,424429,424429,0,3,616563,2868323,269943,0,-61
94,25,4,50,31,424429,424429,0,3,666224,3308227,264410,0,-66
95,25,4,50,31,424429,424429,0,3,708035,3717728,259690,0,-71
96,25,4,50,31,424429,424429,0,3,754736,4219046,277779,10483,-76
97,25,4,50,31,563230,563230,0,3,806053,4805308,309213,0,-80
98,25,4,50,31,1486858,1486858,0,3,877983,5456950,233453,0,-84
99,25,4,50,31,1486858,1486858,0,3,931156,6051308,341202,0,-89
100,25,0,50,0,0,0,0,0,0,0,0,0,0
101,25,4,50,38,0,0,0,0,30622,261803,169983,0,-5
102,25,4,50,38,0,0,0,0,87244,507718,358339,0,-11
103,25,4,50,38,0,0,0,0,150735,817930,325755,0,-17
104,25,4,50,38,0,0,0,0,214410,1148062,332568,0,-24
105,25,4,50,38,0,0,0,0,275616,1511268,381881,0,-30
106,25,4,50,38,0,0,0,0,335868,1886601,394321,0,-36
107,25,4,50,38,0,0,0,0,401326,2534890,295955,0,-42
108,25,4,50,38,0,0,0,0,466025,3035745,401409,0,-49
109,25,4,50,38,0,0,0,0,521464,3644919,275952,49647,-55
110,25,4,50,38,0,0,0,0,575394,4224503,330584,89282,-63
111,25,4,50,38,0,0,0,0,638497,4882397,360635,0,-71
112,25,4,50,38,0,0,0,1,698215,5604915,370370,0,-79
113,25,4,50,38,0,0,0,1,752480,6443498,260343,0,-87
114,25,4,50,38,0,0,0,1,812009,7243395,414879,0,-95
115,25,4,50,38,0,0,0,1,872660,8157494,370763,0,-103
116,25,4,50,38,0,0,0,1,931816,8997928,259367,0,-110
117,25,4,50,38,0,0,0,1,990302,10042828,276163,0,-118
118,25,4,50,38,0,0,0,1,1058548,11217173,383241,0,-126
119,25,4,50,38,0,0,0,1,1115986,12350764,361918,0,-134
120,25,0,50,0,0,0,0,0,0,0,0,0,0
121,25,2,50,34,0,0,0,0,7323,129595,51220,0,-1
122,25,3,50,36,0,0,0,0,75216,584547,320431,0,-4
123,25,3,50,36,0,0,0,0,131653,786965,343190,0,-8
124,25,3,50,36,0,0,0,0,197643,1114107,364425,0,-12
125,25,3,50,36,0,0,0,0,261146,1497757,343018,0,-17
126,25,3,50,36,0,0,0,0,317072,1772246,414191,0,-22
127,25,3,50,36,0,0,0,0,377886,2372704,229213,208469,-27
128,25,3,50,36,0,0,0,0,440156,2906687,339793,0,-32
129,25,3,50,36,0,0,0,0,506030,3555476,368486,0,-38
130,25,3,50,36,0,0,0,0,556690,4114504,319844,0,-44
131,25,3,50,36,0,0,0,0,612977,4823218,313352,0,-50
132,25,3,50,36,0,0,0,2,668955,5603947,279447,0,-56
133,25,3,50,36,0,0,0,2,734435,6489247,345214,0,-62
134,25,3,50,36,0,0,0,2,791976,7265891,358388,0,-68
135,25,3,50,36,0,0,0,2,844755,8121523,241400,0,-73
136,25,3,50,36,0,0,0,2,900409,9056495,324174,0,-79
137,25,3,50,36,0,0,0,2,961722,9985942,385142,0,-85
138,25,3,50,36,0,0,0,2,1026007,11076022,342987,0,-91
139,25,3,50,36,0,0,0,2,1082705,12267121,270343,0,-97
140,25,0,50,0,0,0,0,0,0,0,0,0,0
141,25,1,50,38,0,0,0,0,50622,367938,348748,0,-2
142,25,2,50,40,823676,823676,0,0,138992,763545,250900,0,-2
143,25,2,50,40,1237334,1237334,0,0,207297,1093648,329537,0,-2
144,25,2,50,40,1782988,1782988,0,0,283502,1415642,311677,0,-2
145,25,2,50,40,1872061,1872061,0,0,344993,1833701,319017,0,-2
146,25,2,50,40,1961134,1961134,0,0,409907,2114086,510602,0,-2
147,25,2,50,40,2564411,2564411,0,0,499405,2702930,370407,0,-2
148,25,2,50,40,3026149,3026149,0,0,589377,3402423,274819,0,-2
149,25,2,50,40,3447137,3447137,0,0,663493,4187083,191689,0,-2
150,25,2,50,40,3868125,3868125,0,0,747075,4907016,424221,0,-2
151,25,2,50,40,3868125,3868125,0,0,822432,5905228,272125,0,-3
152,25,2,50,40,4298673,4298673,0,1,900654,6837532,395360,0,-3
153,25,2,50,40,4984263,4984263,0,1,977043,7692465,334410,0,-3
154,25,2,50,40,5928305,5928305,0,1,1074068,8706881,249811,0,-3
155,25,2,50,40,6590087,6590087,0,1,1166295,9866547,241604,526712,-3
156,25,2,50,40,7322812,7322812,0,1,1256703,10960219,334869,0,-3
157,25,2,50,40,8307627,8307627,0,1,1344718,12016626,424101,0,-3
158,25,2,50,40,8835084,8835084,0,1,1439360,13179723,512154,0,-3
159,25,2,50,40,9444765,9444765,0,1,1519321,14509951,400461,0,-3
160,25,0,50,0,0,0,0,0,0,0,0,0,0
161,25,1,50,36,0,0,0,0,12644,164404,76350,0,-1
162,25,2,50,38,0,0,0,0,71662,366905,386821,0,-3
163,25,2,50,38,0,0,0,0,121225,618291,233923,0,-6
164,25,2,50,38,0,0,0,0,180914,1131457,281499,0,-9
165,25,2,50,38,0,0,0,0,239168,1696163,216260,0,-12
166,25,2,50,38,0,0,0,0,303273,2115175,413546,0,-16
167,25,2,50,38,0,0,0,0,369850,2724312,385917,0,-20
168,25,2,50,38,0,0,0,0,443345,3413577,341530,0,-24
169,25,2,50,38,0,0,0,0,515785,4271544,284175,0,-28
170,25,2,50,38,0,0,0,0,578944,5194835,180348,0,-32
171,25,2,50,38,0,0,0,0,646303,5922646,422744,0,-36
172,25,2,50,38,0,0,0,0,707826,6719022,437668,0,-40
173,25,2,50,38,0,0,0,0,771595,7782023,244405,0,-44
174,25,2,50,38,0,0,0,0,830020,8751703,376482,0,-48
175,25,2,50,38,0,0,0,0,896022,9872729,306721,0,-52
176,25,2,50,38,0,0,0,0,962998,10884100,464998,0,-56
