,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0
1,25,2,50,23,0,0,0,0,4838,100101,-4162,47213,-1
2,25,4,50,19,8265669,165669,8100000,0,402484,429120,93804,254470,4
3,25,4,50,15,13408618,1508618,11900000,0,651465,509432,33453,161607,10
4,25,4,50,13,16777554,4677554,12100000,0,780862,509432,60395,58045,17
5,25,4,50,12,20761985,4761985,16000000,0,911197,509432,99453,109335,22
6,25,3,50,12,12191012,3391012,8800000,0,504830,562029,-17832,166713,19
7,25,3,50,12,15242078,3442078,11800000,0,661412,562029,20280,96524,24
8,25,3,50,12,18531305,3731305,14800000,0,834052,562029,8161,121275,30
9,25,3,50,12,22516659,3816659,18700000,0,997678,562029,66233,90183,36
10,25,3,50,12,26273391,3873391,22400000,1,1165071,562029,46830,79478,42
11,25,3,50,13,28863610,3963610,24900000,4,1289392,587331,23437,76164,48
12,25,3,50,15,32582299,4082299,28500000,5,1480675,621413,21534,125503,53
13,25,3,50,16,35182810,4182810,31000000,5,1618007,652227,14259,95302,58
14,25,3,50,15,39632831,4232831,35400000,5,1773142,674515,87339,107759,63
15,25,3,50,13,42788796,6388796,36400000,8,1882196,693555,67263,22031,68
16,25,3,50,15,48835960,7435960,41400000,9,2145150,780963,91482,86683,74
17,25,3,50,17,51864586,7564586,44300000,10,2278614,870064,26361,107469,79
18,25,3,50,18,56014959,11714959,44300000,10,2417480,925607,97878,16317,84
19,25,3,50,17,58890969,12490969,46400000,11,2521371,958524,66588,118520,89
20,25,0,50,0,0,0,0,0,0,0,0,0,0
21,25,2,50,31,0,0,0,0,16666,318516,-46171,191433,-2
22,25,3,50,33,9219322,119322,9100000,0,295622,491330,254833,201295,1
23,25,3,50,33,18684889,2584889,16100000,0,639251,491330,166697,130901,4
24,25,3,50,33,30549688,2649688,27900000,0,1110616,491330,161874,230045,10
25,25,3,50,33,41688660,2688660,39000000,0,1550071,491330,198883,298193,16
26,25,3,50,33,52342382,2842382,49500000,0,2031174,491330,113568,310086,21
27,25,3,50,33,61504875,10204875,51300000,0,2340818,491330,206552,63967,26
28,25,3,50,33,73552764,22252764,51300000,0,2803741,491330,170135,0,32
29,25,3,50,33,83237431,24737431,58500000,0,3114710,491330,254668,170528,37
30,25,3,50,33,85522579,24822579,60700000,0,3229806,491330,880,308916,41
31,25,3,50,33,93388784,32488784,60900000,0,3514870,491330,150674,69382,46
32,25,3,50,33,102002196,32602196,69400000,3,3933963,491330,32605,272814,51
33,25,3,50,33,111875034,34275034,77600000,3,4370035,491330,90250,237011,57
34,25,3,50,33,122104986,35704986,86400000,3,4756545,491330,155619,216576,63
35,25,3,50,33,133091305,37491305,95600000,3,5162194,491330,240292,208913,69
36,25,3,50,33,143564756,45964756,97600000,3,5619148,491330,124897,67268,75
37,25,3,50,33,153251360,47251360,106000000,3,6045561,491330,102803,291767,81
38,25,3,50,33,163025396,55725396,107300000,3,6350545,491330,202638,31427,87
39,25,3,50,33,171348516,64048516,107300000,3,6705800,491330,125695,74077,91
40,25,0,50,0,0,0,0,0,0,0,0,0,0
41,25,2,50,25,3077663,3077663,0,0,104549,178657,64908,0,4
42,25,5,50,32,12754919,3154919,9600000,0,547897,436105,93747,323981,5
43,25,6,50,34,24715755,4715755,20000000,0,1143833,649873,73837,278055,14
44,25,6,50,34,33379247,4879247,28500000,0,1461665,788496,169855,326493,20
45,25,6,50,34,44237915,7737915,36500000,0,1960019,790009,116301,164304,31
46,25,6,50,34,55149150,16949150,38200000,0,2378828,790009,159862,113425,41
47,25,6,50,34,66246978,17946978,48300000,0,2861094,790009,174269,274676,53
48,25,6,50,34,72532213,18132213,54400000,0,3148401,790009,72180,308924,63
49,25,6,50,34,83829165,24529165,59300000,0,3654623,790009,135026,206848,74
50,25,6,50,34,93187684,25387684,67800000,0,4050363,790009,117583,317967,83
51,25,6,50,34,104144643,30744643,73400000,0,4466268,790009,196130,181481,95
52,25,6,50,34,107169370,32769370,74400000,1,4636769,790009,7114,264471,105
53,25,6,50,34,116854233,33254233,83600000,1,5054547,790009,137723,224674,117
54,25,6,50,34,128632984,38032984,90600000,1,5533342,790009,149772,223068,128
55,25,6,50,34,136475924,39975924,96500000,1,5825915,790009,116248,286483,139
56,25,6,50,34,148175515,46075515,102100000,1,6337190,790009,116037,232359,150
57,25,6,50,34,158981902,46681902,112300000,1,6760945,790009,169991,210758,162
58,25,6,50,34,168885979,50685979,118200000,1,7251781,790009,40386,268250,172
