,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0
1,25,2,50,30,0,0,0,0,0,25710,0,0,0
2,25,3,50,18,9346106,934109,8411997,0,410940,627211,101588,147656,5
3,25,3,50,11,15239710,1915715,13323995,0,612100,627211,146614,95082,11
4,25,3,50,7,18851427,3327432,15523995,0,755984,634975,52701,47502,16
5,25,3,50,5,20723167,3399172,17323995,0,856922,634975,15752,75149,21
6,25,3,50,4,21806883,3482888,18323995,0,903387,645130,15429,33881,25
7,25,2,50,4,5448214,3424219,2023995,2,248458,649488,1872,9373,18
8,25,2,50,5,6296981,3572986,2723995,6,293340,655050,4735,33642,22
9,25,2,50,6,7079439,3655444,3423995,7,333880,696715,2674,38796,24
10,25,2,50,6,7322431,3898436,3423995,8,351174,701924,-2006,58411,26
11,25,2,50,8,7565423,4141427,3423995,8,364663,757140,1501,56429,29
12,25,2,50,7,8146350,4222355,3923995,10,397697,818340,-2990,98093,30
13,25,2,50,6,9593546,5569551,4023995,11,446910,818340,37326,5658,34
14,25,2,50,6,10698470,5574475,5123995,16,494454,844573,17830,34802,38
15,25,2,50,7,12124785,5600790,6523995,16,557402,870045,19510,42043,42
16,25,2,50,8,12704812,5680817,7023995,16,593820,948970,-6848,91081,45
17,25,2,50,7,15727696,5803701,9923995,16,720222,979247,36808,64383,49
18,25,2,50,7,18027915,5903920,12123995,16,818654,1002691,40929,63240,53
19,25,2,50,6,21536231,6512236,15023995,16,968487,1025061,56097,77990,57
20,25,0,50,0,0,0,0,0,0,0,0,0,0
21,25,2,50,33,0,0,0,0,17323,320718,70673,195057,-1
22,25,3,50,35,445435,45435,400000,0,71737,643928,80042,443891,-2
23,25,3,50,35,7156377,56377,7100000,0,498755,802468,-29969,267302,-3
24,25,3,50,35,8259760,59760,8200000,0,579620,37259882699,154705,253424,-5
25,25,3,50,35,15670556,6270556,9400000,0,1014136,74519080672,15642,189935,-6
26,25,3,50,35,22418994,6418994,16000000,0,1428506,153390828446,94108,352238,-6
27,25,3,50,35,23625324,6425324,17200000,0,1508548,280060490827,200476,341380,-8
28,25,3,50,35,27491326,7191326,20300000,0,1743571,406730139606,92979,288100,-9
29,25,3,50,35,27811548,7211548,20600000,0,1792424,540057059035,126216,311601,-11
30,25,3,50,35,28684386,7284386,21400000,0,1873786,673384124908,111840,304096,-13
31,25,3,50,35,29286959,7286959,22000000,0,1937460,806711135148,112316,420515,-15
32,25,3,50,35,35288581,13288581,22000000,0,2271720,940038158988,-6691,93226,-16
33,25,3,50,35,38621246,13321246,25300000,0,2510960,1104229446632,71699,244042,-18
34,25,3,50,35,39053442,13753442,25300000,0,2568861,1289919719854,145766,307932,-20
35,25,3,50,35,39053442,13753442,25300000,0,2609452,1475610034651,83329,129457,-23
36,25,3,50,35,46893075,13793075,33100000,0,3033762,1661300354630,103847,237181,-25
37,25,3,50,35,47865871,13865871,34000000,0,3112061,1860376356248,91005,290446,-27
38,25,3,50,35,55692871,13992871,41700000,0,3585684,2059452470939,-17822,429352,-28
39,25,3,50,35,55692871,13992871,41700000,0,3621234,2311233237139,68959,266776,-31
40,25,0,50,0,0,0,0,0,0,0,0,0,0
41,25,1,50,20,0,0,0,0,9215,209361,16470,0,-1
42,25,3,50,24,858974,58974,800000,0,77267,461826,38408,225649,-2
43,25,3,50,24,8026914,926914,7100000,0,440330,646043,31193,139390,0
44,25,3,50,24,16872448,8072448,8800000,0,746375,646043,149682,32888,6
45,25,3,50,24,25072093,8172093,16900000,0,1040163,646043,125243,193004,11
46,25,3,50,24,31483457,8383457,23100000,0,1263285,646043,152095,121599,17
47,25,3,50,24,37924192,8624192,29300000,0,1492197,646043,117762,111880,22
48,25,3,50,24,38501157,9201157,29300000,0,1529672,646043,9915,252507,26
49,25,3,50,24,39597109,10297109,29300000,0,1594633,646043,6735,104963,31
50,25,3,50,24,41101601,10701601,30400000,0,1689845,646043,26369,251617,36
51,25,3,50,24,48063869,16963869,31100000,0,1927164,646043,155640,24038,42
52,25,3,50,24,53990242,22890242,31100000,3,2175044,646043,97845,31335,46
53,25,3,50,24,60520164,29420164,31100000,3,2434354,646043,91797,46775,50
54,25,3,50,24,68967309,36567309,32400000,3,2763497,646043,106969,45038,56
55,25,3,50,24,76896766,36796766,40100000,3,3131179,646043,93280,237972,62
56,25,3,50,24,84231187,43531187,40700000,3,3375362,646043,150519,38268,67
57,25,3,50,24,85003105,43626877,41376228,3,3438385,646043,-29713,207092,72
58,25,3,50,24,92618481,44442253,48176228,3,3800499,646043,54734,160093,77
59,25,3,50,24,99566488,44490260,55076228,3,4106066,646043,59783,110668,82
60,25,0,50,0,0,0,0,0,0,0,0,0,0
61,25,1,50,30,0,0,0,0,0,24472,0,0,0
62,25,3,50,34,9125973,9125973,0,0,273094,532918,212676,0,2
63,25,3,50,34,19034001,9134001,9900000,0,688179,545848,117686,326186,2
64,25,3,50,34,29283408,9183408,20100000,0,1122136,546199,138815,396036,1
65,25,3,50,34,41027186,9327186,31700000,0,1704764,559198,97437,278378,1
66,25,3,50,34,52893641,21193641,31700000,0,2247856,125065286,51584,9436,1
67,25,3,50,34,63009495,31309495,31700000,0,2649762,125070213,131198,39818,0
68,25,3,50,33,72981720,31381720,41600000,1,3035689,249571828,127460,199301,-1
69,25,3,50,33,73316081,31416081,41900000,1,3083716,374469624,-18225,341829,-1
70,25,3,50,34,84398280,31498280,52900000,1,3457003,499398723,285296,222431,-1
71,25,3,50,34,95699225,32499225,63200000,1,3868745,732870436,222878,299559,0
72,25,3,50,34,104966421,32566421,72400000,4,4126473,732883868,240617,197117,1
73,25,3,50,34,114274745,41574745,72700000,4,4600729,966363663,943,44279,2
74,25,3,50,35,122746979,41646979,81100000,4,4901681,1284543792,157546,144328,3
75,25,3,50,35,133980893,52780893,81200000,4,5332541,1602782293,159202,63606,4
76,25,3,50,34,145951623,52951623,93000000,4,5841371,1944799631,170293,219103,5
77,25,3,50,35,157355543,53155543,104200000,4,6347989,2286797463,95215,401032,8
78,25,3,50,35,168674283,53174283,115500000,4,6738989,2653019319,238189,184084,8
79,25,3,50,35,180387326,64387326,116000000,4,7053100,3019239839,357360,15680,10
80,25,0,50,0,0,0,0,0,0,0,0,0,0
81,25,4,50,34,6603305,2903305,3700000,0,230533,419511,119218,129912,4
82,25,5,50,37,15492842,4292842,11200000,0,604950,539411,139390,307918,6
83,25,6,50,39,26553794,5153794,21400000,0,1106587,603910,84867,346542,13
84,25,6,50,39,37097131,11697131,25400000,0,1582113,670196,79817,171101,18
85,25,6,50,39,47733651,12833651,34900000,0,1947072,721769,190705,270195,27
86,25,6,50,39,60248731,14748731,45500000,0,2482706,762392,143007,236627,35
87,25,6,50,38,72066230,24275327,47790903,1,2922362,767013,240564,113475,45
88,25,6,50,39,86697483,28106580,58590903,1,3540380,796926,185532,283907,57
89,25,6,50,39,95925944,28935041,66990903,1,3949159,796926,132106,286769,66
90,25,6,50,39,108096878,29205975,78890903,1,4524156,796926,72439,349890,77
91,25,6,50,39,121713124,29522221,92190903,1,5185307,801407,74064,310717,88
92,25,6,50,39,125871222,30780319,95090903,2,5383219,801407,51571,419131,97
93,25,6,50,39,137860018,40169115,97690903,2,5773707,801407,306083,72388,109
94,25,6,50,39,151341226,41550323,109790903,2,6307953,801407,183217,366046,120
95,25,6,50,39,157348047,43357144,113990903,2,6555330,801407,65331,432259,130
96,25,6,50,39,169967992,45777089,124190903,2,7047491,801407,246566,210806,142
97,25,6,50,39,171638659,46647756,124990903,2,7146450,801407,11418,261403,150
98,25,6,50,39,181744371,53253468,128490903,2,7466087,801407,234398,135109,161
99,25,6,50,39,192717611,61926708,130790903,2,7884153,801407,176297,93478,172
100,25,0,50,0,0,0,0,0,0,0,0,0,0
101,25,3,50,30,0,0,0,0,8621,174784,19124,43573,-1
102,25,6,50,38,7311826,5111826,2200000,0,393230,564990,29397,84237,4
103,25,6,50,38,11120539,8420539,2700000,0,581466,17736286014,103390,165420,8
104,25,6,50,38,16433949,12333949,4100000,0,809486,35472023103,166287,82781,10
105,25,6,50,38,23655807,12455807,11200000,0,1115515,53207747599,231332,304329,16
106,25,6,50,38,33788344,13188344,20600000,0,1608183,70943644857,55537,368183,23
107,25,6,50,38,41120158,13420158,27700000,0,1984408,98725622423,79627,385758,28
108,25,6,50,38,53819114,19619114,34200000,0,2614577,126507517980,43405,208573,36
109,25,6,50,38,60868965,20568965,40300000,0,2974135,163292079670,61875,376691,44
110,25,6,50,38,66660772,25060772,41600000,0,3214108,200076592442,194548,282071,51
111,25,6,50,38,74019583,29219583,44800000,0,3479610,236861178805,175387,73662,58
112,25,6,50,38,80262503,32362503,47900000,1,3751046,273645637087,142196,160682,64
113,25,6,50,38,86977963,35677963,51300000,1,4061674,310430225169,126994,260807,71
114,25,6,50,38,91778266,38978266,52800000,1,4281082,347214743630,150173,180212,77
115,25,6,50,38,93806807,40506807,53300000,1,4392687,383999374030,79423,389634,83
116,25,6,50,38,100081069,42581069,57500000,1,4674944,420783875250,172066,145905,90
117,25,6,50,38,113071557,46171557,66900000,1,5273711,457568587127,134788,327330,99
118,25,6,50,38,117116924,46216924,70900000,1,5481168,516774989078,71625,408241,105
119,25,6,50,38,128691248,48991248,79700000,1,5998316,575981481618,137890,345805,112
120,25,0,50,0,0,0,0,0,0,0,0,0,0
121,25,1,50,27,6524161,24161,6500000,0,203672,465880,159650,139918,2
122,25,5,50,35,17061073,161073,16900000,0,703822,604628,99196,306890,7
123,25,5,50,35,26245153,345153,25900000,0,1154553,664161,30357,316077,11
124,25,5,50,35,37803737,9203737,28600000,0,1613486,690446,190048,122890,15
125,25,5,50,35,50190890,9490890,40700000,0,2142961,711159,179738,308351,23
126,25,5,50,35,62021488,10521488,51500000,0,2553066,711159,293591,214851,33
127,25,5,50,35,64438279,12638279,51800000,0,2676827,711159,-28709,381253,42
128,25,5,50,35,73959241,13059241,60900000,0,3042316,711159,210527,244445,50
129,25,5,50,35,76514759,13914759,62600000,0,3178579,711159,48153,462931,58
130,25,5,50,35,77269258,14669258,62600000,0,3240559,711159,-7644,293487,64
131,25,5,50,35,88557158,15557158,73000000,0,3797222,711159,51096,451831,72
132,25,5,50,35,91419081,15819081,75600000,1,3957913,711159,30360,86880,81
133,25,5,50,35,101918302,16018302,85900000,1,4476278,711159,31367,373878,89
134,25,5,50,35,114563768,16863768,97700000,1,4865818,711159,319611,194986,99
135,25,5,50,35,116670848,17370848,99300000,1,5006435,711159,-39312,452379,107
136,25,5,50,35,128782648,18882648,109900000,1,5581477,711159,93922,381757,116
137,25,5,50,35,138951291,26951291,112000000,1,6047556,711159,132042,107333,124
138,25,5,50,35,149142861,28042861,121100000,1,6439983,711159,189034,204050,132
139,25,5,50,35,157643912,28943912,128700000,1,6753189,711159,146541,231007,139
140,25,0,50,0,0,0,0,0,0,0,0,0,0
141,25,2,50,29,3103647,3647,3100000,0,163457,189214,4703,83096,1
142,25,6,50,37,16151048,751048,15400000,0,820587,932506,88441,300296,10
143,25,6,50,37,27073869,2373869,24700000,0,1346577,960449,111170,215534,19
144,25,6,50,37,39045729,6145729,32900000,0,1848946,963095,129909,185895,29
145,25,6,50,37,49745869,9645869,40100000,0,2305353,967019,114347,306381,37
146,25,6,50,37,58389164,16889164,41500000,0,2620850,967019,125492,201138,46
147,25,6,50,36,69409401,17909401,51500000,1,3162479,980079,58561,276895,56
148,25,6,50,35,74478295,18511748,55966546,2,3421395,997006,39235,400272,66
149,25,6,50,37,85226463,26259916,58966546,2,3852466,1033591,190890,97741,75
150,25,6,50,37,96016244,26549697,69466546,2,4263387,1044559,201965,248785,86
151,25,6,50,36,108248644,27182097,81066546,2,4784995,1100043,192724,294267,96
152,25,6,50,36,115947401,28080854,87866546,2,5156067,1191546,85243,395188,105
153,25,6,50,37,129165033,31998486,97166546,2,5635760,1234446,284327,291226,116
154,25,6,50,37,130151377,32084830,98066546,2,5723439,1234446,-47737,473952,124
155,25,6,50,37,141547372,33180825,108366546,2,6268760,1234446,107212,305650,134
156,25,6,50,37,151829626,35663079,116166546,2,6730159,1234446,108151,283652,144
157,25,6,50,37,163064208,45797661,117266546,2,7180986,1234446,165272,51721,155
158,25,6,50,37,174828660,46062113,128766546,2,7678842,1234446,143929,421998,166
159,25,6,50,37,188357347,47390800,140966546,2,8197591,1234446,278290,251546,177
160,25,0,50,0,0,0,0,0,0,0,0,0,0
161,25,1,50,34,0,0,0,0,0,35406,0,0,0
162,25,1,50,34,0,0,0,0,35784,661066,-56879,361799,-2
163,25,1,50,34,9791946,91946,9700000,0,386312,661066,217912,271905,0
164,25,1,50,34,9791946,91946,9700000,0,422819,661066,-30369,0,1
165,25,1,50,34,21109096,11409096,9700000,0,846695,661066,181175,0,3
166,25,1,50,34,31897067,22197067,9700000,0,1280789,661066,102843,0,5
167,25,1,50,34,43015354,22215354,20800000,0,1824538,661066,60245,382391,7
168,25,1,50,34,53369088,22269088,31100000,0,2264680,661066,92220,304168,9
169,25,1,50,33,65679288,22279288,43400000,1,2851712,661066,36403,413089,11
170,25,1,50,33,74818976,22318976,52500000,1,3248600,666300,123097,186800,13
171,25,1,50,34,84210439,22410439,61800000,1,3704688,688240,55876,392444,15
172,25,1,50,34,84210439,22410439,61800000,3,3741843,714035,-24243,0,16
173,25,1,50,34,97749052,22449052,75300000,3,4397999,740230,30282,393080,18
174,25,1,50,34,110118336,22518336,87600000,3,4895871,760953,210195,222573,20
175,25,1,50,34,119313071,22613071,96700000,3,5304332,777721,101250,144113,22
176,25,1,50,33,130397731,22697731,107700000,3,5870334,777721,-1189,333392,24
177,25,1,50,33,140322474,32622474,107700000,3,6155880,777721,229434,0,26
178,25,1,50,33,149790867,32690867,117100000,3,6524217,777721,181353,152481,28
179,25,1,50,33,161231935,44131935,117100000,3,7025474,777721,155180,0,30
180,25,0,50,0,0,0,0,0,0,0,0,0,0
181,25,2,50,21,4935334,135334,4800000,0,247983,305764,37266,170483,4
182,25,4,50,25,11702188,702188,11000000,0,551669,339676,82839,170347,8
183,25,4,50,25,19558208,7658208,11900000,0,906417,221032894,44535,36899,12
