,Communities,ActiveCommunities,Industries,Community Members,Total Energy communities,Solar Energy,Wind Energy,Member exit,Community Costs,Industry Investments,Govermental FIT incentive,Governmental TAX incentive,Governmental TGC incentive,Policy Entrepreneur
0,25,0,50,0,0,0,0,0,0,0,0,0,0,0
1,25,4,50,43,8054671,8054671,0,0,293768,440543,0,411678,0,6
2,25,6,50,47,26137165,26137165,0,0,970686,735582,0,946613,0,13
3,25,6,50,47,41969960,41969960,0,0,1547472,764639,0,800262,0,25
4,25,6,50,47,55974742,55974742,0,0,2044396,764639,0,699591,0,37
5,25,6,50,47,68944168,68944168,0,0,2486407,764639,0,616633,0,49
6,25,6,50,47,85371721,85371721,0,0,3015284,764639,0,730530,0,61
7,25,6,50,47,101072608,101072608,0,0,3606171,764639,0,829823,0,73
8,25,6,50,47,117907360,117907360,0,0,4161101,764639,0,775111,0,85
9,25,6,50,47,131608618,131608618,0,0,4637640,764639,0,659731,0,97
10,25,6,50,47,146426033,146426033,0,0,5219317,764639,0,809194,0,109
11,25,6,50,47,164646062,164646062,0,0,5842961,764639,0,860528,0,121
12,25,6,50,47,180973284,180973284,0,0,6460973,764639,0,864960,0,133
13,25,6,50,47,196220809,196220809,0,0,7004910,764639,0,755932,0,145
14,25,6,50,47,212330421,212330421,0,0,7573646,764639,0,798254,0,157
15,25,6,50,47,229555799,229555799,0,0,8186916,764639,0,861820,0,169
16,25,6,50,47,243198259,243198259,0,0,8688869,764639,0,697560,0,181
17,25,6,50,47,257409430,257409430,0,0,9217970,764639,0,743344,0,193
18,25,6,50,47,270882641,270882641,0,0,9692062,764639,0,659550,0,205
19,25,6,50,47,285602863,285602863,0,0,10164936,764639,0,666262,0,217
20,25,0,50,0,0,0,0,0,0,0,0,0,0,0
21,25,3,50,29,8404308,8404308,0,0,310787,382201,0,432265,0,5
22,25,7,50,33,23992601,23992601,0,0,971619,689962,0,907190,0,15
23,25,7,50,30,37102705,37102705,0,0,1451873,714019,0,643869,0,26
24,25,7,50,29,46931717,46931717,0,0,1826958,722476,0,506844,0,39
25,25,7,50,28,58593383,58593383,0,0,2224541,722476,0,536069,0,53
26,25,6,50,28,57024175,57024175,0,0,2079685,722476,0,500484,0,56
27,25,6,50,28,67430025,67430025,0,1,2449466,722476,0,502120,0,68
28,25,6,50,29,76831656,76831656,0,3,2767746,734313,0,439373,0,80
29,25,6,50,31,85506624,85506624,0,4,3069429,762161,0,404555,0,92
30,25,6,50,32,97351636,97351636,0,5,3495822,792217,0,575884,0,104
31,25,6,50,33,109780449,109780449,0,6,3968940,859335,0,647462,0,116
32,25,6,50,33,122445078,122445078,0,6,4435299,891815,0,641317,0,128
33,25,6,50,34,133005469,133005469,0,6,4771544,915550,0,460954,0,140
34,25,6,50,34,143847956,143847956,0,6,5161835,928160,0,533021,0,152
35,25,6,50,34,154117184,154117184,0,12,5557089,956439,0,544160,0,164
36,25,6,50,37,166778468,166778468,0,13,5997926,1062507,0,612152,0,176
37,25,6,50,41,178751258,178751258,0,13,6443836,1147296,0,618697,0,188
38,25,6,50,43,189770268,189770268,0,13,6801118,1247351,0,495116,0,200
39,25,6,50,42,204450926,204450926,0,13,7271507,1318752,0,650153,0,212
40,25,0,50,0,0,0,0,0,0,0,0,0,0,0
41,25,2,50,42,0,0,0,0,0,59858,0,0,0,0
42,25,4,50,46,12782630,12782630,0,0,406849,629414,0,586008,0,6
43,25,4,50,46,27898061,27898061,0,0,897727,689640,0,692482,0,14
44,25,4,50,46,43268922,43268922,0,0,1383967,689640,0,687978,0,22
45,25,4,50,46,60836436,60836436,0,0,1942250,689640,0,783598,0,30
46,25,4,50,46,77735818,77735818,0,0,2518645,689640,0,812409,0,38
47,25,4,50,46,92504923,92504923,0,0,2960530,689640,0,629272,0,46
48,25,4,50,46,110279486,110279486,0,0,3626633,689640,0,934449,0,54
49,25,4,50,46,126042980,126042980,0,0,4239696,689640,0,865524,0,62
50,25,4,50,46,140692115,140692115,0,0,4784762,689640,0,782000,0,70
51,25,4,50,46,156663739,156663739,0,0,5356078,689640,0,816454,0,78
52,25,4,50,46,172158308,172158308,0,1,5836795,689640,0,670473,0,86
53,25,4,50,46,187484259,187484259,0,1,6407019,690801,0,812165,0,94
54,25,4,50,46,201017368,201017368,0,1,6885054,703735,0,678897,0,102
55,25,4,50,46,216922202,216922202,0,1,7385828,718572,0,704759,0,110
56,25,4,50,47,230526317,230526317,0,1,7869736,725632,0,675091,0,118
57,25,4,50,47,245188982,245188982,0,1,8382244,729648,0,731317,0,126
58,25,4,50,47,263645471,263645471,0,1,9105246,735672,0,1023685,0,134
59,25,4,50,47,280344270,280344270,0,1,9635450,760740,0,742982,0,142
60,25,0,50,0,0,0,0,0,0,0,0,0,0,0
61,25,1,50,38,9891441,9891441,0,0,289311,414706,0,416384,0,2
62,25,5,50,48,22818719,22818719,0,0,721536,474201,0,618551,0,8
63,25,5,50,48,38445413,38445413,0,0,1303305,588124,0,814918,0,17
64,25,5,50,48,54164465,54164465,0,0,1895987,588124,0,821940,0,27
65,25,5,50,48,70325372,70325372,0,0,2491643,588124,0,832375,0,37
66,25,5,50,48,84753017,84753017,0,0,3030899,588124,0,752803,0,47
67,25,5,50,48,100072983,100072983,0,0,3650310,588124,0,866732,0,57
68,25,5,50,48,115989337,115989337,0,0,4280765,588124,0,892361,0,67
69,25,5,50,48,133007574,133007574,0,0,4840660,588124,0,787346,0,77
70,25,5,50,48,149677967,149677967,0,0,5490755,588124,0,932048,0,87
71,25,5,50,48,166422476,166422476,0,0,6137542,588124,0,919198,0,97
72,25,5,50,48,184319127,184319127,0,1,6751555,588124,0,845484,0,107
73,25,5,50,49,202248034,202248034,0,1,7432809,591486,0,953712,0,117
74,25,5,50,49,219634358,219634358,0,1,7976110,608785,0,756293,0,127
75,25,5,50,49,235718683,235718683,0,1,8510416,608785,0,748827,0,137
76,25,5,50,49,250575060,250575060,0,1,8956704,608785,0,624551,0,147
77,25,5,50,49,266706815,266706815,0,1,9557990,608785,0,839842,0,157
78,25,5,50,49,283395119,283395119,0,1,10073696,608785,0,729217,0,167
79,25,5,50,49,300934846,300934846,0,1,10740105,608785,0,921892,0,177
80,25,0,50,0,0,0,0,0,0,0,0,0,0,0
81,25,4,50,41,5549179,5549179,0,0,217759,307880,0,298783,0,5
82,25,7,50,47,22168961,22168961,0,0,803425,620892,0,805168,0,15
83,25,7,50,47,38639292,38639292,0,0,1347569,692570,0,748745,0,28
84,25,7,50,47,52764938,52764938,0,0,1835612,692570,0,673835,0,42
85,25,7,50,47,67849489,67849489,0,0,2417902,692570,0,808500,0,56
